ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
66408,99999,1,1,1,1
66409,29940,0.058590657,0.125,0,0.058685446
66409,45820,0.941409343,0.875,1,0.941314554
66411,31740,0.001652893,0,0,0.001422475
66411,99999,0.998347107,1,1,0.998577525
66412,99999,1,1,0,1
66413,45820,1,1,1,1
66414,45820,1,1,1,1
66415,99999,1,1,1,1
66416,45820,0.990654206,1,1,0.99078341
66416,99999,0.009345794,0,0,0.00921659
66417,99999,1,1,1,1
66418,45820,1,1,0,1
66419,45820,1,1,1,1
66420,45820,1,0,0,1
66422,31740,0.701612903,1,1,0.7109375
66422,45820,0.298387097,0,0,0.2890625
66423,45820,1,1,1,1
66424,11860,0.165109034,0.157894737,0,0.161383285
66424,99999,0.834890966,0.842105263,1,0.838616715
66425,99999,1,1,1,1
66426,31740,0,0,1,1
66427,31740,0.010479042,0,0,0.008816121
66427,99999,0.989520958,1,1,0.991183879
66428,99999,1,1,1,1
66429,45820,1,1,0,1
66431,45820,1,1,1,1
66432,31740,0.860986547,1,0.75,0.862660944
66432,45820,0.139013453,0,0.25,0.137339056
66434,99999,1,1,1,1
66436,11860,0.014994233,0.006116208,0,0.013455858
66436,45820,0.985005767,0.993883792,1,0.986544142
66438,99999,1,1,0,1
66439,11860,0.078267477,0.025,0,0.071096346
66439,45820,0.002279635,0,0,0.001993355
66439,99999,0.919452888,0.975,1,0.926910299
66440,45820,1,1,1,1
66441,27920,0.997062526,0.997952917,1,0.997282273
66441,99999,0.002937474,0.002047083,0,0.002717727
66442,27920,0.369709745,0.609756098,0.421380384,0.39047903
66442,31740,0.630290255,0.390243902,0.578619616,0.60952097
66449,31740,1,1,1,1
66451,45820,1,1,1,1
66501,45820,1,0,1,1
66502,27920,0.000429389,0,0,0.00035159
66502,31740,0.999570611,1,1,0.99964841
66503,31740,1,1,1,1
66505,31740,1,1,1,1
66506,31740,1,1,1,1
66507,45820,1,1,1,1
66508,99999,1,1,1,1
66509,45820,1,1,1,1
66510,45820,1,1,1,1
66512,45820,1,1,1,1
66514,27920,0.998657718,1,1,0.998702983
66514,31740,0.001342282,0,0,0.001297017
66515,99999,1,1,1,1
66516,45820,0.829545455,0.888888889,1,0.835978836
66516,99999,0.170454545,0.111111111,0,0.164021164
66517,31740,1,0,1,1
66518,99999,1,1,1,1
66520,31740,1,1,1,1
66521,31740,0.988031915,1,1,0.988957055
66521,99999,0.011968085,0,0,0.011042945
66522,99999,1,1,1,1
66523,21380,0.007588076,0,0,0.00657277
66523,45820,0.992411924,1,1,0.99342723
66524,29940,0.239423077,0.230769231,0.035714286,0.234042553
66524,36840,0.010576923,0,0,0.010175763
66524,45820,0.75,0.769230769,0.964285714,0.755781684
66526,45820,1,1,1,1
66527,99999,1,1,1,1
66528,36840,0.16056338,0,0,0.150793651
66528,45820,0.83943662,1,1,0.849206349
66531,31740,1,1,1,1
66532,41140,0.272357724,0.8,0.011627907,0.213649852
66532,99999,0.727642276,0.2,0.988372093,0.786350148
66533,45820,1,1,1,1
66534,99999,1,1,1,1
66535,31740,1,1,1,1
66536,31740,0.961119751,1,1,0.966487936
66536,45820,0.038880249,0,0,0.033512064
66537,45820,1,1,1,1
66538,99999,1,1,1,1
66539,45820,1,1,1,1
66540,45820,0.988047809,1,1,0.988326848
66540,99999,0.011952191,0,0,0.011673152
66541,99999,1,1,1,1
66542,29940,0.000738007,0,0,0.000722543
66542,45820,0.999261993,1,1,0.999277457
66543,45820,1,1,1,1
66544,99999,1,1,1,1
66546,45820,1,1,1,1
66547,31740,0.975702576,1,1,0.97800159
66547,45820,0.024297424,0,0,0.02199841
66548,31740,0.00243309,0,0,0.002277904
66548,99999,0.99756691,1,1,0.997722096
66549,31740,1,1,1,1
66550,45820,0.080645161,0,0,0.076628352
66550,99999,0.919354839,1,1,0.923371648
66552,11860,0.004761905,0,0,0.004608295
66552,45820,0.995238095,1,1,0.995391705
66554,31740,1,1,1,1
66601,45820,1,1,1,1
66603,45820,1,1,1,1
66604,45820,1,1,1,1
66605,45820,1,1,1,1
66606,45820,1,1,1,1
66607,45820,1,1,1,1
66608,45820,1,1,1,1
66609,45820,1,1,1,1
66610,45820,1,1,1,1
66611,45820,1,1,1,1
66612,45820,1,1,1,1
66614,45820,1,1,1,1
66615,45820,1,1,1,1
66616,45820,1,1,1,1
66617,45820,1,1,1,1
66618,45820,1,1,1,1
66619,45820,1,1,1,1
66620,45820,0,1,0,1
66621,45820,1,1,1,1
66622,45820,0,1,0,1
66624,45820,0,1,0,1
66625,45820,0,1,0,1
66626,45820,0,0,1,1
66629,45820,0,1,0,1
66636,45820,0,1,0,1
66647,45820,1,1,1,1
66667,45820,1,1,1,1
66683,45820,0,1,1,1
66699,45820,0,0,1,1
66701,38260,0.001504891,0,0,0.00136407
66701,99999,0.998495109,1,1,0.99863593
66710,99999,1,1,1,1
66711,38260,0.963636364,0.888888889,1,0.961764706
66711,99999,0.036363636,0.111111111,0,0.038235294
66712,38260,1,1,1,1
66713,99999,1,1,1,1
66714,99999,1,0,1,1
66716,99999,1,1,1,1
66717,99999,1,1,1,1
66720,99999,1,1,1,1
66724,38260,0.845201238,0.833333333,1,0.845238095
66724,99999,0.154798762,0.166666667,0,0.154761905
66725,99999,1,1,1,1
66728,99999,0,0,1,1
66732,99999,1,1,1,1
66733,99999,1,1,1,1
66734,38260,1,1,0,1
66735,38260,1,1,1,1
66736,99999,1,1,1,1
66738,28140,0.058295964,0,0,0.057017544
66738,99999,0.941704036,1,1,0.942982456
66739,99999,1,1,1,1
66740,99999,1,1,1,1
66741,99999,1,1,1,1
66742,99999,0,0,1,1
66743,38260,1,1,1,1
66746,38260,1,1,1,1
66748,99999,1,1,1,1
66749,99999,1,1,1,1
66751,99999,1,1,1,1
66753,37660,0.03024911,0.090909091,0,0.03220339
66753,38260,0.809608541,0.772727273,1,0.810169492
66753,99999,0.160142349,0.136363636,0,0.157627119
66754,28140,0.034351145,0,0,0.03358209
66754,99999,0.965648855,1,1,0.96641791
66755,99999,1,1,1,1
66756,38260,1,1,1,1
66757,99999,1,1,1,1
66758,99999,1,1,1,1
66760,38260,0,0,1,1
66761,99999,1,1,1,1
66762,38260,0.989245546,0.994539249,1,0.990180148
66762,99999,0.010754454,0.005460751,0,0.009819852
66763,38260,1,1,1,1
66767,28140,0.992,1,1,0.992395437
66767,99999,0.008,0,0,0.007604563
66769,99999,1,1,1,1
66770,99999,1,1,1,1
66771,99999,1,1,1,1
66772,99999,1,1,1,1
66773,99999,1,1,1,1
66775,99999,1,1,1,1
66776,37660,0.007518797,0,0,0.007366483
66776,99999,0.992481203,1,1,0.992633517
66777,99999,1,1,1,1
66778,99999,0,1,0,1
66779,99999,1,1,1,1
66780,38260,0.764285714,1,1,0.768421053
66780,99999,0.235714286,0,0,0.231578947
66781,38260,0.017713366,0.375,0,0.022151899
66781,99999,0.982286634,0.625,1,0.977848101
66782,99999,0,0,1,1
66783,99999,1,1,1,1
66801,21380,0.999787926,1,1,0.999818753
66801,99999,0.000212074,0,0,0.000181247
66830,21380,1,1,1,1
66833,21380,1,1,1,1
66834,45820,0.70212766,0.8,1,0.705729167
66834,99999,0.29787234,0.2,0,0.294270833
66835,21380,1,1,1,1
66838,99999,1,1,1,1
66839,99999,1,1,1,1
66840,48620,0.486322188,1,0.5,0.488023952
66840,99999,0.513677812,0,0.5,0.511976048
66842,48620,1,1,1,1
66843,99999,1,1,1,1
66845,99999,1,1,1,1
66846,21380,0.03562341,0,0,0.03109729
66846,45820,0.001017812,0,0,0.000888494
66846,99999,0.963358779,1,1,0.968014216
66849,27920,0.003636364,0,0,0.003571429
66849,99999,0.996363636,1,1,0.996428571
66850,99999,1,1,1,1
66851,99999,1,1,1,1
66852,99999,1,1,1,1
66853,99999,1,1,1,1
66854,21380,0.795876289,0.833333333,1,0.798816568
66854,99999,0.204123711,0.166666667,0,0.201183432
66855,99999,1,0,1,1
66856,45820,0.1075,0.166666667,0,0.106842737
66856,99999,0.8925,0.833333333,1,0.893157263
66857,99999,1,1,1,1
66858,99999,1,1,1,1
66859,99999,1,1,1,1
66860,21380,0.13253012,0,0.571428571,0.135977337
66860,99999,0.86746988,1,0.428571429,0.864022663
66861,99999,1,1,1,1
66862,99999,1,1,1,1
66863,99999,1,0,1,1
66864,21380,0.911894273,1,1,0.914893617
66864,99999,0.088105727,0,0,0.085106383
66865,21380,1,1,1,1
66866,48620,0.048349057,0,0.090909091,0.04516129
66866,99999,0.951650943,1,0.909090909,0.95483871
66868,21380,0.932114883,1,1,0.934837093
66868,45820,0.062663185,0,0,0.060150376
66868,99999,0.005221932,0,0,0.005012531
66869,99999,1,1,1,1
66870,99999,1,1,1,1
66871,45820,0.01510574,0,0,0.014925373
66871,99999,0.98489426,1,1,0.985074627
66872,27920,0.011547344,0,0,0.011363636
66872,99999,0.988452656,1,1,0.988636364
66873,99999,1,1,1,1
66901,99999,1,1,1,1
66930,99999,1,1,1,1
66932,99999,1,1,1,1
66933,31740,0.026595745,0.052631579,0,0.022556391
66933,99999,0.973404255,0.947368421,1,0.977443609
66935,99999,1,1,1,1
66936,99999,1,1,1,1
66937,99999,1,1,1,1
66938,99999,1,1,1,1
66939,99999,1,1,1,1
66940,99999,1,1,1,1
66941,99999,1,1,1,1
66942,99999,1,0,1,1
66943,99999,1,1,1,1
66944,99999,1,1,1,1
66945,99999,1,1,1,1
66946,99999,1,1,0,1
66948,99999,1,1,1,1
66949,99999,1,1,1,1
66951,99999,1,1,1,1
66952,99999,1,1,1,1
66953,99999,1,1,1,1
66955,99999,1,1,1,1
66956,99999,1,1,1,1
66958,99999,1,1,1,1
66959,99999,1,0,1,1
66960,99999,1,0,1,1
66961,99999,1,1,0,1
66962,99999,1,1,0,1
66963,99999,1,1,1,1
66964,99999,1,0,1,1
66966,99999,1,1,1,1
66967,99999,1,1,1,1
66968,99999,1,1,1,1
66970,99999,1,1,1,1
67001,48620,1,1,1,1
67002,48620,1,1,1,1
67003,99999,1,1,1,1
67004,48620,0.933333333,1,1,0.936320755
67004,99999,0.066666667,0,0,0.063679245
67005,11680,1,1,1,1
67008,11680,0.723684211,0,1,0.72489083
67008,48620,0.276315789,0,0,0.27510917
67009,99999,1,1,1,1
67010,48620,1,1,1,1
67012,48620,1,1,1,1
67013,48620,1,1,1,1
67016,48620,1,0,1,1
67017,48620,1,1,1,1
67018,48620,0.057471264,0,0,0.055555556
67018,99999,0.942528736,1,1,0.944444444
67019,11680,1,1,1,1
67020,26740,0.19245283,0.24,0,0.192261185
67020,48620,0.80754717,0.76,1,0.807738815
67021,99999,1,1,1,1
67022,48620,1,1,1,1
67023,11680,1,1,1,1
67024,11680,0.120401338,0,0,0.117263844
67024,99999,0.879598662,1,1,0.882736156
67025,26740,0.01937046,0.025641026,0,0.018954624
67025,48620,0.98062954,0.974358974,1,0.981045376
67026,48620,1,1,1,1
67028,99999,1,1,1,1
67029,99999,1,1,1,1
67030,48620,1,1,1,1
67031,48620,1,1,1,1
67035,26740,0.03030303,0,0,0.028571429
67035,48620,0.874125874,0.916666667,1,0.876923077
67035,99999,0.095571096,0.083333333,0,0.094505495
67036,99999,1,1,1,1
67037,48620,1,1,1,1
67038,11680,1,1,1,1
67039,11680,0.013741412,0,0,0.013205282
67039,48620,0.986258588,1,1,0.986794718
67041,48620,1,1,1,1
67042,48620,1,1,1,1
67045,99999,1,1,1,1
67047,99999,1,1,1,1
67049,48620,0.264705882,0,1,0.305555556
67049,99999,0.735294118,0,0,0.694444444
67050,26740,0.002580645,0,0,0.00244798
67050,48620,0.997419355,1,1,0.99755202
67051,11680,0.163636364,0.4,0,0.167400881
67051,48620,0.836363636,0.6,1,0.832599119
67052,48620,1,1,1,1
67053,99999,1,1,1,1
67054,99999,1,1,1,1
67055,48620,1,0,1,1
67056,48620,1,1,1,1
67057,99999,1,1,1,1
67058,48620,0.019730942,0,0,0.017501989
67058,99999,0.980269058,1,1,0.982498011
67059,99999,1,1,1,1
67060,48620,1,1,1,1
67061,99999,1,1,1,1
67062,32700,0.003264418,0,0,0.002973241
67062,48620,0.996735582,1,1,0.997026759
67063,99999,1,1,1,1
67065,99999,1,1,1,1
67066,99999,1,0,1,1
67067,48620,1,1,1,1
67068,26740,0.008767882,0,0,0.007711039
67068,48620,0.991232118,1,1,0.992288961
67070,99999,1,1,1,1
67071,99999,1,1,1,1
67072,11680,0.096551724,0,0,0.090909091
67072,48620,0.903448276,1,1,0.909090909
67073,99999,1,1,1,1
67074,48620,0.998626374,1,1,0.998659517
67074,99999,0.001373626,0,0,0.001340483
67101,48620,1,1,1,1
67102,11680,1,1,1,1
67103,48620,1,1,1,1
67104,99999,1,1,1,1
67105,48620,1,0,1,1
67106,48620,1,1,1,1
67107,32700,0.884250474,0.96875,0.933333333,0.887375114
67107,48620,0.115749526,0.03125,0.066666667,0.112624886
67108,26740,0.243055556,0.368421053,0,0.243967828
67108,48620,0.756944444,0.631578947,1,0.756032172
67109,99999,1,1,1,1
67110,11680,0.003967129,0,0.025,0.004025765
67110,48620,0.996032871,1,0.975,0.995974235
67111,48620,1,1,1,1
67112,48620,1,1,1,1
67114,48620,0.98221119,0.997867804,1,0.984016168
67114,99999,0.01778881,0.002132196,0,0.015983832
67117,48620,1,1,1,1
67118,48620,1,1,1,1
67119,11680,0.09375,0.181818182,0,0.093797277
67119,48620,0.90625,0.818181818,1,0.906202723
67120,48620,1,1,1,1
67122,99999,1,1,1,1
67123,48620,1,1,1,1
67124,99999,1,1,1,1
67127,99999,1,1,1,1
67131,11680,1,1,1,1
67132,48620,1,1,1,1
67133,48620,1,1,1,1
67134,99999,1,1,1,1
67135,48620,1,1,1,1
67137,99999,1,1,1,1
67138,99999,1,1,1,1
67140,48620,1,1,1,1
67142,48620,1,1,1,1
67143,99999,1,1,1,1
67144,48620,1,1,1,1
67146,11680,0.917266187,1,1,0.919298246
67146,48620,0.082733813,0,0,0.080701754
67147,48620,1,1,1,1
67149,48620,1,1,1,1
67150,99999,1,0,1,1
67151,48620,0.920187793,1,1,0.923423423
67151,99999,0.079812207,0,0,0.076576577
67152,48620,1,1,1,1
67154,48620,1,1,1,1
67155,99999,1,0,1,1
67156,11680,1,1,1,1
67159,48620,1,1,1,1
67201,48620,1,1,1,1
67202,48620,1,1,1,1
67203,48620,1,1,1,1
67204,48620,1,1,1,1
67205,48620,1,1,1,1
67206,48620,1,1,1,1
67207,48620,1,1,1,1
67208,48620,1,1,1,1
67209,48620,1,1,1,1
67210,48620,1,1,1,1
67211,48620,1,1,1,1
67212,48620,1,1,1,1
67213,48620,1,1,1,1
67214,48620,1,1,1,1
67215,48620,1,1,1,1
67216,48620,1,1,1,1
67217,48620,1,1,1,1
67218,48620,1,1,1,1
67219,48620,1,1,1,1
67220,48620,1,1,1,1
67221,48620,1,1,1,1
67223,48620,1,0,1,1
67226,48620,1,1,1,1
67227,48620,1,1,1,1
67228,48620,1,1,1,1
67230,48620,1,1,1,1
67232,48620,1,0,1,1
67235,48620,1,1,1,1
67260,48620,0,1,0,1
67275,48620,1,1,1,1
67276,48620,0,1,0,1
67278,48620,1,1,1,1
67301,17700,1,1,1,1
67330,37660,1,1,1,1
67332,37660,1,1,1,1
67333,17700,1,1,1,1
67334,99999,0,0,1,1
67335,17700,0.972125436,0.993150685,0.9625,0.973305955
67335,37660,0.027874564,0.006849315,0.0375,0.026694045
67336,37660,0.874242424,0.791666667,0.944444444,0.873219373
67336,99999,0.125757576,0.208333333,0.055555556,0.126780627
67337,17700,0.97357505,0.993131868,0.991701245,0.976063118
67337,37660,0.02642495,0.006868132,0.008298755,0.023936882
67340,17700,0,0,1,1
67341,37660,0.99378882,1,1,0.994011976
67341,99999,0.00621118,0,0,0.005988024
67342,37660,1,1,1,1
67344,17700,0.841772152,1,1,0.846625767
67344,99999,0.158227848,0,0,0.153374233
67345,99999,1,0,1,1
67346,99999,1,1,1,1
67347,17700,0.804123711,0.5,0.666666667,0.791262136
67347,99999,0.195876289,0.5,0.333333333,0.208737864
67349,99999,1,1,1,1
67351,17700,0.98265896,1,1,0.983516484
67351,37660,0.01734104,0,0,0.016483516
67352,99999,1,1,1,1
67353,99999,1,1,1,1
67354,37660,1,1,1,1
67355,99999,1,1,1,1
67356,37660,0.978785662,1,1,0.982032218
67356,99999,0.021214338,0,0,0.017967782
67357,37660,0.984199716,0.994800693,0.994152047,0.985304508
67357,99999,0.015800284,0.005199307,0.005847953,0.014695492
67360,99999,1,1,1,1
67361,99999,1,1,1,1
67363,17700,0,0,1,1
67364,17700,1,0,1,1
67401,41460,1,1,1,1
67402,41460,1,1,1,1
67410,99999,1,1,1,1
67416,32700,0.001988072,0,0,0.001901141
67416,41460,0.998011928,1,1,0.998098859
67417,99999,1,1,1,1
67418,99999,1,1,1,1
67420,99999,1,1,1,1
67422,41460,1,1,0,1
67423,99999,1,1,1,1
67425,41460,0.737179487,0.857142857,0.666666667,0.739130435
67425,99999,0.262820513,0.142857143,0.333333333,0.260869565
67427,99999,1,1,1,1
67428,32700,0.928118393,1,1,0.931174089
67428,99999,0.071881607,0,0,0.068825911
67430,99999,1,1,1,1
67431,27920,0.011587486,0,0,0.011223345
67431,99999,0.988412514,1,1,0.988776655
67432,31740,0.001335559,0,0,0.001176817
67432,41460,0.005342237,0,0,0.004707267
67432,99999,0.993322204,1,1,0.994115916
67436,41460,0.97752809,1,1,0.978201635
67436,99999,0.02247191,0,0,0.021798365
67437,99999,1,1,1,1
67438,99999,1,1,1,1
67439,99999,1,1,1,1
67441,99999,1,1,1,1
67442,41460,1,1,1,1
67443,32700,1,1,1,1
67444,99999,1,1,1,1
67445,41460,0.01910828,0,0,0.018518519
67445,99999,0.98089172,1,1,0.981481481
67446,99999,1,1,1,1
67447,31740,0.139240506,0,0,0.13836478
67447,99999,0.860759494,0,1,0.86163522
67448,32700,0.158536585,0.066666667,0,0.155668359
67448,41460,0.672473868,0.6,1,0.671742809
67448,99999,0.168989547,0.333333333,0,0.172588832
67449,99999,1,1,1,1
67450,99999,1,1,1,1
67451,99999,1,1,1,1
67452,99999,1,1,1,1
67454,99999,1,1,1,1
67455,99999,1,1,1,1
67456,32700,0.87063453,0.932926829,0.975,0.877067501
67456,41460,0.12936547,0.067073171,0.025,0.122932499
67457,99999,1,1,1,1
67458,99999,1,0,1,1
67459,99999,1,1,1,1
67460,32700,1,1,1,1
67464,32700,0.831858407,0.769230769,1,0.832225914
67464,99999,0.168141593,0.230769231,0,0.167774086
67466,41460,0.034285714,0,0,0.034090909
67466,99999,0.965714286,1,1,0.965909091
67467,41460,1,1,1,1
67468,99999,1,0,1,1
67470,41460,1,1,1,1
67473,99999,1,1,1,1
67474,99999,1,1,1,1
67475,99999,1,1,1,1
67476,32700,1,1,1,1
67478,99999,1,0,1,1
67480,41460,0.189677419,0.133333333,0,0.185785536
67480,99999,0.810322581,0.866666667,1,0.814214464
67481,99999,1,1,1,1
67482,99999,1,0,1,1
67483,99999,1,1,1,1
67484,41460,1,1,1,1
67485,99999,1,1,1,1
67487,27920,0.014681892,0,0,0.013824885
67487,99999,0.985318108,1,1,0.986175115
67490,99999,1,1,1,1
67491,32700,0.875,1,1,0.882681564
67491,99999,0.125,0,0,0.117318436
67492,99999,1,1,1,1
67501,26740,1,1,1,1
67502,26740,0.998933144,1,1,0.999051908
67502,99999,0.001066856,0,0,0.000948092
67505,26740,1,1,1,1
67510,26740,1,0,1,1
67511,24460,1,1,1,1
67512,26740,0.049180328,0,0,0.046875
67512,99999,0.950819672,1,1,0.953125
67513,99999,1,1,1,1
67514,26740,1,1,1,1
67515,99999,1,1,1,1
67516,99999,1,0,1,1
67518,99999,1,1,1,1
67519,99999,1,1,1,1
67520,99999,1,1,1,1
67521,99999,1,0,1,1
67522,26740,0.966121495,1,1,0.967849224
67522,48620,0.033878505,0,0,0.032150776
67523,99999,1,1,1,1
67524,99999,1,1,1,1
67525,24460,1,1,1,1
67526,24460,0.987062405,0.993055556,1,0.98784605
67526,99999,0.012937595,0.006944444,0,0.01215395
67529,99999,1,1,1,1
67530,24460,0.999398315,1,1,0.999499541
67530,99999,0.000601685,0,0,0.000500459
67543,26740,0.998890122,1,1,0.998959417
67543,48620,0.001109878,0,0,0.001040583
67544,24460,0.999423299,1,1,0.999485597
67544,99999,0.000576701,0,0,0.000514403
67545,99999,1,1,1,1
67546,26740,0.022044088,0.071428571,0,0.023054755
67546,32700,0.923847695,0.928571429,1,0.925072046
67546,48620,0.003006012,0,0,0.002881844
67546,99999,0.051102204,0,0,0.048991354
67547,99999,1,1,1,1
67548,99999,1,1,1,1
67550,99999,1,1,1,1
67552,99999,1,1,1,1
67553,99999,1,1,1,1
67554,99999,1,1,1,1
67556,99999,1,1,1,1
67557,99999,1,1,1,1
67559,99999,1,0,1,1
67560,99999,1,1,1,1
67561,26740,0.997183099,1,1,0.997282609
67561,99999,0.002816901,0,0,0.002717391
67563,19980,0.231182796,0.066666667,0,0.217821782
67563,99999,0.768817204,0.933333333,1,0.782178218
67564,24460,1,1,1,1
67565,24460,0.273381295,0.071428571,0,0.251612903
67565,99999,0.726618705,0.928571429,1,0.748387097
67566,26740,1,1,1,1
67567,24460,1,1,1,1
67568,26740,1,1,1,1
67570,26740,0.920127796,1,1,0.921875
67570,48620,0.079872204,0,0,0.078125
67572,99999,1,1,1,1
67573,99999,1,1,1,1
67574,99999,1,1,1,1
67575,99999,1,1,1,1
67576,99999,1,1,1,1
67578,26740,0.012761021,0.008928571,0,0.012282497
67578,99999,0.987238979,0.991071429,1,0.987717503
67579,26740,0.086956522,0.053571429,0,0.079194631
67579,99999,0.913043478,0.946428571,1,0.920805369
67581,26740,1,1,1,1
67583,26740,0.641109299,0.818181818,0.75,0.650769231
67583,99999,0.358890701,0.181818182,0.25,0.349230769
67584,99999,1,1,1,1
67585,26740,0,0,1,1
67601,25700,1,1,1,1
67621,99999,1,1,1,1
67622,99999,1,1,1,1
67623,99999,1,1,0,1
67625,99999,1,1,1,1
67626,99999,1,1,1,1
67627,25700,1,0,0,1
67628,99999,1,0,1,1
67629,99999,1,1,1,1
67631,99999,1,1,1,1
67632,99999,1,0,1,1
67634,99999,1,0,1,1
67635,99999,1,1,1,1
67637,25700,0.997704667,1,1,0.99790795
67637,99999,0.002295333,0,0,0.00209205
67638,99999,1,1,1,1
67639,99999,1,1,1,1
67640,25700,0.175,0,0,0.173913043
67640,99999,0.825,0,1,0.826086957
67642,99999,1,1,1,1
67643,99999,1,1,1,1
67644,99999,1,1,1,1
67645,99999,1,1,1,1
67646,99999,1,1,1,1
67647,99999,1,1,0,1
67648,99999,1,1,1,1
67649,99999,1,1,1,1
67650,99999,1,1,1,1
67651,25700,0.025806452,0.166666667,0,0.027950311
67651,99999,0.974193548,0.833333333,1,0.972049689
67653,99999,1,0,1,1
67654,99999,1,1,1,1
67656,99999,1,1,0,1
67657,99999,1,1,1,1
67658,99999,1,0,1,1
67659,99999,1,0,0,1
67660,25700,1,1,0,1
67661,99999,1,1,1,1
67663,25700,0.012762763,0,0,0.011198946
67663,99999,0.987237237,1,1,0.988801054
67664,99999,1,1,1,1
67665,99999,1,1,1,1
67667,25700,1,0,1,1
67669,99999,1,1,1,1
67671,25700,1,1,1,1
67672,99999,1,1,1,1
67673,99999,1,1,0,1
67674,25700,1,1,0,1
67675,99999,1,0,1,1
67701,99999,1,1,1,1
67730,99999,1,1,1,1
67731,99999,1,1,1,1
67732,99999,1,0,1,1
67733,99999,1,1,0,1
67734,99999,1,1,1,1
67735,99999,1,1,1,1
67736,99999,1,1,1,1
67737,99999,1,1,1,1
67738,99999,1,1,1,1
67739,99999,1,1,1,1
67740,99999,1,1,1,1
67741,99999,1,1,1,1
67743,99999,1,1,1,1
67744,99999,1,1,0,1
67745,99999,1,1,0,1
67747,99999,1,1,1,1
67748,99999,1,1,1,1
67749,99999,1,1,1,1
67751,99999,1,1,1,1
67752,99999,1,1,1,1
67753,99999,1,1,1,1
67756,99999,1,1,1,1
67757,99999,1,1,1,1
67758,99999,1,1,1,1
67761,99999,1,1,1,1
67762,99999,1,1,1,1
67764,99999,1,1,0,1
67801,19980,0.999910185,1,1,0.999924767
67801,99999,8.9815E-05,0,0,7.52332E-05
67831,99999,1,1,1,1
67834,19980,1,1,1,1
67835,19980,0.00248139,0,0,0.002197802
67835,23780,0.240694789,0.108108108,0.066666667,0.224175824
67835,99999,0.756823821,0.891891892,0.933333333,0.773626374
67836,99999,1,0,1,1
67837,99999,1,1,1,1
67838,23780,1,1,1,1
67839,23780,0.00462963,0,0,0.004464286
67839,99999,0.99537037,1,1,0.995535714
67840,99999,1,1,1,1
67841,19980,0.361904762,0,0,0.339285714
67841,99999,0.638095238,1,1,0.660714286
67842,19980,1,1,1,1
67843,99999,1,0,1,1
67844,19980,0.134228188,0,0,0.130718954
67844,99999,0.865771812,1,1,0.869281046
67846,23780,0.999704186,1,1,0.999753816
67846,99999,0.000295814,0,0,0.000246184
67849,99999,1,1,1,1
67850,99999,1,1,1,1
67851,23780,0.996411483,1,1,0.996575342
67851,99999,0.003588517,0,0,0.003424658
67853,23780,0.046728972,0,0,0.043290043
67853,99999,0.953271028,1,1,0.956709957
67854,99999,1,1,1,1
67855,99999,1,1,1,1
67857,99999,1,1,1,1
67859,30580,1,1,1,1
67860,23780,1,1,1,1
67861,99999,1,1,1,1
67862,99999,1,1,1,1
67863,99999,1,1,1,1
67864,99999,1,1,1,1
67865,19980,0.430769231,0.555555556,0,0.429951691
67865,99999,0.569230769,0.444444444,1,0.570048309
67867,99999,1,1,1,1
67868,23780,1,1,1,1
67869,99999,1,1,1,1
67870,99999,1,1,1,1
67871,23780,0.007969799,0.009090909,0,0.007916517
67871,99999,0.992030201,0.990909091,1,0.992083483
67876,19980,1,1,1,1
67877,99999,1,1,1,1
67878,99999,1,1,1,1
67879,99999,1,1,1,1
67880,99999,1,1,1,1
67882,19980,1,1,1,1
67901,30580,1,1,1,1
67950,99999,1,1,1,1
67951,30580,0.064896755,0.013824885,0.035714286,0.059384482
67951,99999,0.935103245,0.986175115,0.964285714,0.940615518
67952,99999,1,1,1,1
67953,99999,1,1,1,1
67954,99999,1,1,1,1
68001,99999,1,0,1,1
68002,36540,1,1,1,1
68003,30700,0.001271725,0,0,0.001157407
68003,36540,0.998728275,1,1,0.998842593
68004,99999,1,1,1,1
68005,36540,1,1,1,1
68007,36540,1,1,1,1
68008,36540,1,1,1,1
68010,36540,1,1,1,1
68014,99999,1,1,1,1
68015,36540,1,0,1,1
68016,36540,1,1,0,1
68017,30700,0.173076923,0.25,0.333333333,0.174231332
68017,36540,0.826923077,0.75,0.666666667,0.825768668
68018,36540,1,1,1,1
68019,99999,1,1,1,1
68020,99999,1,1,1,1
68022,36540,1,1,1,1
68023,36540,1,1,1,1
68025,23340,0.949802718,0.989377845,0.9797023,0.954519469
68025,36540,0.050197282,0.010622155,0.0202977,0.045480531
68026,23340,1,1,1,1
68028,36540,1,1,1,1
68029,36540,0.971181556,1,1,0.971671388
68029,99999,0.028818444,0,0,0.028328612
68030,43580,1,0,1,1
68031,23340,0.942857143,0.954545455,1,0.944020356
68031,36540,0.055782313,0.045454545,0,0.054707379
68031,99999,0.001360544,0,0,0.001272265
68033,36540,1,1,1,1
68034,36540,1,1,1,1
68036,36540,0.013215859,0,0,0.011764706
68036,99999,0.986784141,1,1,0.988235294
68037,36540,1,1,1,1
68038,99999,1,1,1,1
68039,99999,1,1,1,1
68040,36540,1,0,1,1
68041,36540,1,1,1,1
68042,36540,1,1,1,1
68044,23340,0.36416185,0.2,0.333333333,0.359116022
68044,36540,0.63583815,0.8,0.666666667,0.640883978
68045,99999,1,1,1,1
68046,36540,1,1,1,1
68047,99999,1,1,1,1
