,Location,CBSA,yr,qtr,index,stdev
33501,"Lake Havasu City-Kingman, AZ",29420,2000,2,110.11,-1.35
33502,"Lake Havasu City-Kingman, AZ",29420,2000,3,111.36,-1.35
33503,"Lake Havasu City-Kingman, AZ",29420,2000,4,113.38,-1.39
33504,"Lake Havasu City-Kingman, AZ",29420,2001,1,116.07,-1.36
33505,"Lake Havasu City-Kingman, AZ",29420,2001,2,117.65,-1.34
33506,"Lake Havasu City-Kingman, AZ",29420,2001,3,118.99,-1.36
33507,"Lake Havasu City-Kingman, AZ",29420,2001,4,121.15,-1.36
33508,"Lake Havasu City-Kingman, AZ",29420,2002,1,123.94,-1.39
33509,"Lake Havasu City-Kingman, AZ",29420,2002,2,126.67,-1.44
33510,"Lake Havasu City-Kingman, AZ",29420,2002,3,130.11,-1.46
33511,"Lake Havasu City-Kingman, AZ",29420,2002,4,134.48,-1.49
33512,"Lake Havasu City-Kingman, AZ",29420,2003,1,137.65,-1.54
33513,"Lake Havasu City-Kingman, AZ",29420,2003,2,141.7,-1.56
33514,"Lake Havasu City-Kingman, AZ",29420,2003,3,147.49,-1.63
33515,"Lake Havasu City-Kingman, AZ",29420,2003,4,156.77,-1.8
33516,"Lake Havasu City-Kingman, AZ",29420,2004,1,162.87,-1.86
33517,"Lake Havasu City-Kingman, AZ",29420,2004,2,173.55,-1.98
33518,"Lake Havasu City-Kingman, AZ",29420,2004,3,188.38,-2.2
33519,"Lake Havasu City-Kingman, AZ",29420,2004,4,196,-2.27
33520,"Lake Havasu City-Kingman, AZ",29420,2005,1,205.5,-2.43
33521,"Lake Havasu City-Kingman, AZ",29420,2005,2,219.23,-2.55
33522,"Lake Havasu City-Kingman, AZ",29420,2005,3,232.36,-2.68
33523,"Lake Havasu City-Kingman, AZ",29420,2005,4,240.53,-2.83
33524,"Lake Havasu City-Kingman, AZ",29420,2006,1,250.81,-2.96
33525,"Lake Havasu City-Kingman, AZ",29420,2006,2,258.11,-3.03
33526,"Lake Havasu City-Kingman, AZ",29420,2006,3,259.73,-3.07
33527,"Lake Havasu City-Kingman, AZ",29420,2006,4,257.86,-3.06
33528,"Lake Havasu City-Kingman, AZ",29420,2007,1,256.74,-3.04
33529,"Lake Havasu City-Kingman, AZ",29420,2007,2,250.06,-2.94
33530,"Lake Havasu City-Kingman, AZ",29420,2007,3,244.02,-2.92
33531,"Lake Havasu City-Kingman, AZ",29420,2007,4,234.57,-2.84
33532,"Lake Havasu City-Kingman, AZ",29420,2008,1,227.08,-2.68
33533,"Lake Havasu City-Kingman, AZ",29420,2008,2,210.83,-2.55
33534,"Lake Havasu City-Kingman, AZ",29420,2008,3,196.76,-2.49
33535,"Lake Havasu City-Kingman, AZ",29420,2008,4,188.89,-2.49
33536,"Lake Havasu City-Kingman, AZ",29420,2009,1,190.04,-2.32
33537,"Lake Havasu City-Kingman, AZ",29420,2009,2,178.1,-2.16
33538,"Lake Havasu City-Kingman, AZ",29420,2009,3,165.25,-2.1
33539,"Lake Havasu City-Kingman, AZ",29420,2009,4,162.93,-2.12
33540,"Lake Havasu City-Kingman, AZ",29420,2010,1,155.35,-2.02
33541,"Lake Havasu City-Kingman, AZ",29420,2010,2,148.11,-1.97
33542,"Lake Havasu City-Kingman, AZ",29420,2010,3,150.61,-1.99
33543,"Lake Havasu City-Kingman, AZ",29420,2010,4,149.14,-1.95
33544,"Lake Havasu City-Kingman, AZ",29420,2011,1,142.51,-1.86
33545,"Lake Havasu City-Kingman, AZ",29420,2011,2,139.28,-1.88
33546,"Lake Havasu City-Kingman, AZ",29420,2011,3,139.54,-1.89
33547,"Lake Havasu City-Kingman, AZ",29420,2011,4,143.91,-1.87
33548,"Lake Havasu City-Kingman, AZ",29420,2012,1,141.98,-1.87
33549,"Lake Havasu City-Kingman, AZ",29420,2012,2,143.68,-1.86
33550,"Lake Havasu City-Kingman, AZ",29420,2012,3,146.2,-1.89
33551,"Lake Havasu City-Kingman, AZ",29420,2012,4,150.59,-1.92
33552,"Lake Havasu City-Kingman, AZ",29420,2013,1,150.93,-1.92
33553,"Lake Havasu City-Kingman, AZ",29420,2013,2,155.73,-1.98
33554,"Lake Havasu City-Kingman, AZ",29420,2013,3,156.76,-2.13
33555,"Lake Havasu City-Kingman, AZ",29420,2013,4,161.4,-2.34
33556,"Lake Havasu City-Kingman, AZ",29420,2014,1,168,-2.45
33557,"Lake Havasu City-Kingman, AZ",29420,2014,2,166.42,-2.38
33558,"Lake Havasu City-Kingman, AZ",29420,2014,3,169.96,-2.46
33559,"Lake Havasu City-Kingman, AZ",29420,2014,4,175.59,-2.5
33560,"Lake Havasu City-Kingman, AZ",29420,2015,1,176.95,-2.46
33561,"Lake Havasu City-Kingman, AZ",29420,2015,2,183.33,-2.61
33562,"Lake Havasu City-Kingman, AZ",29420,2015,3,184.79,-2.67
33563,"Lake Havasu City-Kingman, AZ",29420,2015,4,189.78,-2.72
33564,"Lake Havasu City-Kingman, AZ",29420,2016,1,189.6,-2.82
33565,"Lake Havasu City-Kingman, AZ",29420,2016,2,196.01,-2.76
33566,"Lake Havasu City-Kingman, AZ",29420,2016,3,195.71,-2.9
33567,"Lakeland-Winter Haven, FL",29460,1975,1,-,-
33568,"Lakeland-Winter Haven, FL",29460,1975,2,-,-
33569,"Lakeland-Winter Haven, FL",29460,1975,3,-,-
33570,"Lakeland-Winter Haven, FL",29460,1975,4,-,-
33571,"Lakeland-Winter Haven, FL",29460,1976,1,-,-
33572,"Lakeland-Winter Haven, FL",29460,1976,2,-,-
33573,"Lakeland-Winter Haven, FL",29460,1976,3,-,-
33574,"Lakeland-Winter Haven, FL",29460,1976,4,-,-
33575,"Lakeland-Winter Haven, FL",29460,1977,1,-,-
33576,"Lakeland-Winter Haven, FL",29460,1977,2,-,-
33577,"Lakeland-Winter Haven, FL",29460,1977,3,-,-
33578,"Lakeland-Winter Haven, FL",29460,1977,4,-,-
33579,"Lakeland-Winter Haven, FL",29460,1978,1,-,-
33580,"Lakeland-Winter Haven, FL",29460,1978,2,-,-
33581,"Lakeland-Winter Haven, FL",29460,1978,3,-,-
33582,"Lakeland-Winter Haven, FL",29460,1978,4,-,-
33583,"Lakeland-Winter Haven, FL",29460,1979,1,-,-
33584,"Lakeland-Winter Haven, FL",29460,1979,2,-,-
33585,"Lakeland-Winter Haven, FL",29460,1979,3,-,-
33586,"Lakeland-Winter Haven, FL",29460,1979,4,-,-
33587,"Lakeland-Winter Haven, FL",29460,1980,1,-,-
33588,"Lakeland-Winter Haven, FL",29460,1980,2,-,-
33589,"Lakeland-Winter Haven, FL",29460,1980,3,-,-
33590,"Lakeland-Winter Haven, FL",29460,1980,4,-,-
33591,"Lakeland-Winter Haven, FL",29460,1981,1,-,-
33592,"Lakeland-Winter Haven, FL",29460,1981,2,-,-
33593,"Lakeland-Winter Haven, FL",29460,1981,3,-,-
33594,"Lakeland-Winter Haven, FL",29460,1981,4,-,-
33595,"Lakeland-Winter Haven, FL",29460,1982,1,-,-
33596,"Lakeland-Winter Haven, FL",29460,1982,2,-,-
33597,"Lakeland-Winter Haven, FL",29460,1982,3,-,-
33598,"Lakeland-Winter Haven, FL",29460,1982,4,85.96,-5.19
33599,"Lakeland-Winter Haven, FL",29460,1983,1,79.05,-3.11
33600,"Lakeland-Winter Haven, FL",29460,1983,2,80.73,-2.47
33601,"Lakeland-Winter Haven, FL",29460,1983,3,85.3,-2.84
33602,"Lakeland-Winter Haven, FL",29460,1983,4,87.32,-4.55
33603,"Lakeland-Winter Haven, FL",29460,1984,1,87.56,-3.54
33604,"Lakeland-Winter Haven, FL",29460,1984,2,79.29,-2.23
33605,"Lakeland-Winter Haven, FL",29460,1984,3,79.69,-2.77
33606,"Lakeland-Winter Haven, FL",29460,1984,4,76.93,-2.55
33607,"Lakeland-Winter Haven, FL",29460,1985,1,80.73,-2.34
33608,"Lakeland-Winter Haven, FL",29460,1985,2,82.31,-2.09
33609,"Lakeland-Winter Haven, FL",29460,1985,3,84.94,-1.77
33610,"Lakeland-Winter Haven, FL",29460,1985,4,82.58,-1.62
33611,"Lakeland-Winter Haven, FL",29460,1986,1,84.86,-1.89
33612,"Lakeland-Winter Haven, FL",29460,1986,2,83.26,-1.29
33613,"Lakeland-Winter Haven, FL",29460,1986,3,85.54,-1.33
33614,"Lakeland-Winter Haven, FL",29460,1986,4,83.24,-1.35
33615,"Lakeland-Winter Haven, FL",29460,1987,1,86.92,-1.45
33616,"Lakeland-Winter Haven, FL",29460,1987,2,86.09,-1.35
33617,"Lakeland-Winter Haven, FL",29460,1987,3,85.68,-1.49
33618,"Lakeland-Winter Haven, FL",29460,1987,4,87.17,-1.68
33619,"Lakeland-Winter Haven, FL",29460,1988,1,90.48,-1.89
33620,"Lakeland-Winter Haven, FL",29460,1988,2,86.16,-1.5
33621,"Lakeland-Winter Haven, FL",29460,1988,3,88.13,-1.7
33622,"Lakeland-Winter Haven, FL",29460,1988,4,87.74,-1.57
33623,"Lakeland-Winter Haven, FL",29460,1989,1,88.96,-1.71
33624,"Lakeland-Winter Haven, FL",29460,1989,2,88.36,-1.63
33625,"Lakeland-Winter Haven, FL",29460,1989,3,90.7,-1.53
33626,"Lakeland-Winter Haven, FL",29460,1989,4,91.23,-1.55
33627,"Lakeland-Winter Haven, FL",29460,1990,1,91.59,-1.54
33628,"Lakeland-Winter Haven, FL",29460,1990,2,90.78,-1.57
33629,"Lakeland-Winter Haven, FL",29460,1990,3,92.4,-1.47
33630,"Lakeland-Winter Haven, FL",29460,1990,4,91.92,-1.51
33631,"Lakeland-Winter Haven, FL",29460,1991,1,91.62,-1.42
33632,"Lakeland-Winter Haven, FL",29460,1991,2,93.54,-1.33
33633,"Lakeland-Winter Haven, FL",29460,1991,3,93.78,-1.38
33634,"Lakeland-Winter Haven, FL",29460,1991,4,94.21,-1.39
33635,"Lakeland-Winter Haven, FL",29460,1992,1,96.47,-1.31
33636,"Lakeland-Winter Haven, FL",29460,1992,2,96.77,-1.33
33637,"Lakeland-Winter Haven, FL",29460,1992,3,97.63,-1.29
33638,"Lakeland-Winter Haven, FL",29460,1992,4,98.42,-1.29
33639,"Lakeland-Winter Haven, FL",29460,1993,1,96.46,-1.39
33640,"Lakeland-Winter Haven, FL",29460,1993,2,98.66,-1.29
33641,"Lakeland-Winter Haven, FL",29460,1993,3,99.21,-1.29
33642,"Lakeland-Winter Haven, FL",29460,1993,4,100.89,-1.29
33643,"Lakeland-Winter Haven, FL",29460,1994,1,100.15,-1.34
33644,"Lakeland-Winter Haven, FL",29460,1994,2,98.88,-1.5
33645,"Lakeland-Winter Haven, FL",29460,1994,3,97.53,-1.52
33646,"Lakeland-Winter Haven, FL",29460,1994,4,98.62,-1.5
33647,"Lakeland-Winter Haven, FL",29460,1995,1,100,0
33648,"Lakeland-Winter Haven, FL",29460,1995,2,99.94,-1.42
33649,"Lakeland-Winter Haven, FL",29460,1995,3,103.05,-1.36
33650,"Lakeland-Winter Haven, FL",29460,1995,4,104.29,-1.39
33651,"Lakeland-Winter Haven, FL",29460,1996,1,104.27,-1.38
33652,"Lakeland-Winter Haven, FL",29460,1996,2,103.33,-1.39
33653,"Lakeland-Winter Haven, FL",29460,1996,3,104.33,-1.46
33654,"Lakeland-Winter Haven, FL",29460,1996,4,105.14,-1.45
33655,"Lakeland-Winter Haven, FL",29460,1997,1,105.9,-1.48
33656,"Lakeland-Winter Haven, FL",29460,1997,2,106.67,-1.48
33657,"Lakeland-Winter Haven, FL",29460,1997,3,109.41,-1.47
33658,"Lakeland-Winter Haven, FL",29460,1997,4,110.92,-1.44
33659,"Lakeland-Winter Haven, FL",29460,1998,1,113.04,-1.4
33660,"Lakeland-Winter Haven, FL",29460,1998,2,112.24,-1.4
33661,"Lakeland-Winter Haven, FL",29460,1998,3,112.07,-1.39
33662,"Lakeland-Winter Haven, FL",29460,1998,4,114.68,-1.41
33663,"Lakeland-Winter Haven, FL",29460,1999,1,115.46,-1.42
33664,"Lakeland-Winter Haven, FL",29460,1999,2,116.37,-1.46
33665,"Lakeland-Winter Haven, FL",29460,1999,3,116.73,-1.54
33666,"Lakeland-Winter Haven, FL",29460,1999,4,117.8,-1.58
33667,"Lakeland-Winter Haven, FL",29460,2000,1,116.98,-1.55
33668,"Lakeland-Winter Haven, FL",29460,2000,2,118.8,-1.51
33669,"Lakeland-Winter Haven, FL",29460,2000,3,120.41,-1.53
33670,"Lakeland-Winter Haven, FL",29460,2000,4,123.32,-1.54
33671,"Lakeland-Winter Haven, FL",29460,2001,1,125.55,-1.55
33672,"Lakeland-Winter Haven, FL",29460,2001,2,126.71,-1.51
33673,"Lakeland-Winter Haven, FL",29460,2001,3,129.39,-1.55
33674,"Lakeland-Winter Haven, FL",29460,2001,4,130.18,-1.52
33675,"Lakeland-Winter Haven, FL",29460,2002,1,132.64,-1.57
33676,"Lakeland-Winter Haven, FL",29460,2002,2,134.99,-1.6
33677,"Lakeland-Winter Haven, FL",29460,2002,3,136.62,-1.61
33678,"Lakeland-Winter Haven, FL",29460,2002,4,138.33,-1.61
33679,"Lakeland-Winter Haven, FL",29460,2003,1,140.15,-1.64
33680,"Lakeland-Winter Haven, FL",29460,2003,2,143.06,-1.65
33681,"Lakeland-Winter Haven, FL",29460,2003,3,144.94,-1.68
33682,"Lakeland-Winter Haven, FL",29460,2003,4,149.28,-1.81
33683,"Lakeland-Winter Haven, FL",29460,2004,1,151.6,-1.84
33684,"Lakeland-Winter Haven, FL",29460,2004,2,155.99,-1.88
33685,"Lakeland-Winter Haven, FL",29460,2004,3,164.05,-2.03
33686,"Lakeland-Winter Haven, FL",29460,2004,4,168.44,-2.13
33687,"Lakeland-Winter Haven, FL",29460,2005,1,176.22,-2.19
33688,"Lakeland-Winter Haven, FL",29460,2005,2,189.43,-2.3
33689,"Lakeland-Winter Haven, FL",29460,2005,3,206.99,-2.47
33690,"Lakeland-Winter Haven, FL",29460,2005,4,222.54,-2.7
33691,"Lakeland-Winter Haven, FL",29460,2006,1,235.14,-2.88
33692,"Lakeland-Winter Haven, FL",29460,2006,2,240.66,-2.91
33693,"Lakeland-Winter Haven, FL",29460,2006,3,245.91,-3.02
33694,"Lakeland-Winter Haven, FL",29460,2006,4,250.34,-3.07
33695,"Lakeland-Winter Haven, FL",29460,2007,1,250.81,-3.05
33696,"Lakeland-Winter Haven, FL",29460,2007,2,250.95,-3.04
33697,"Lakeland-Winter Haven, FL",29460,2007,3,248.42,-3.06
33698,"Lakeland-Winter Haven, FL",29460,2007,4,241.95,-3.01
33699,"Lakeland-Winter Haven, FL",29460,2008,1,236.15,-2.92
33700,"Lakeland-Winter Haven, FL",29460,2008,2,220.25,-2.87
33701,"Lakeland-Winter Haven, FL",29460,2008,3,212.8,-3.15
33702,"Lakeland-Winter Haven, FL",29460,2008,4,196.67,-3.02
33703,"Lakeland-Winter Haven, FL",29460,2009,1,203.73,-2.74
33704,"Lakeland-Winter Haven, FL",29460,2009,2,192.14,-2.56
33705,"Lakeland-Winter Haven, FL",29460,2009,3,177.25,-2.55
33706,"Lakeland-Winter Haven, FL",29460,2009,4,167.68,-2.73
33707,"Lakeland-Winter Haven, FL",29460,2010,1,166.07,-2.61
33708,"Lakeland-Winter Haven, FL",29460,2010,2,156.33,-2.51
33709,"Lakeland-Winter Haven, FL",29460,2010,3,157.37,-2.41
33710,"Lakeland-Winter Haven, FL",29460,2010,4,151.6,-2.17
33711,"Lakeland-Winter Haven, FL",29460,2011,1,141.58,-2.19
33712,"Lakeland-Winter Haven, FL",29460,2011,2,136.87,-2.34
33713,"Lakeland-Winter Haven, FL",29460,2011,3,140.82,-2.31
33714,"Lakeland-Winter Haven, FL",29460,2011,4,141.28,-2.24
33715,"Lakeland-Winter Haven, FL",29460,2012,1,134.6,-2.09
33716,"Lakeland-Winter Haven, FL",29460,2012,2,134.25,-1.97
33717,"Lakeland-Winter Haven, FL",29460,2012,3,138.09,-2.03
33718,"Lakeland-Winter Haven, FL",29460,2012,4,140.12,-2.04
33719,"Lakeland-Winter Haven, FL",29460,2013,1,139.07,-1.94
33720,"Lakeland-Winter Haven, FL",29460,2013,2,145.19,-2.04
33721,"Lakeland-Winter Haven, FL",29460,2013,3,147.36,-2.16
33722,"Lakeland-Winter Haven, FL",29460,2013,4,151.27,-2.42
33723,"Lakeland-Winter Haven, FL",29460,2014,1,154.66,-2.69
33724,"Lakeland-Winter Haven, FL",29460,2014,2,158.62,-2.54
33725,"Lakeland-Winter Haven, FL",29460,2014,3,159.9,-2.47
33726,"Lakeland-Winter Haven, FL",29460,2014,4,162.97,-2.65
33727,"Lakeland-Winter Haven, FL",29460,2015,1,163.81,-2.64
33728,"Lakeland-Winter Haven, FL",29460,2015,2,171.24,-2.8
33729,"Lakeland-Winter Haven, FL",29460,2015,3,172.15,-2.76
33730,"Lakeland-Winter Haven, FL",29460,2015,4,178.66,-2.93
33731,"Lakeland-Winter Haven, FL",29460,2016,1,177.95,-3.12
33732,"Lakeland-Winter Haven, FL",29460,2016,2,186.52,-3.03
33733,"Lakeland-Winter Haven, FL",29460,2016,3,190.74,-3.44
33734,"Lancaster, PA",29540,1975,1,-,-
33735,"Lancaster, PA",29540,1975,2,-,-
33736,"Lancaster, PA",29540,1975,3,-,-
33737,"Lancaster, PA",29540,1975,4,-,-
33738,"Lancaster, PA",29540,1976,1,-,-
33739,"Lancaster, PA",29540,1976,2,-,-
33740,"Lancaster, PA",29540,1976,3,-,-
33741,"Lancaster, PA",29540,1976,4,-,-
33742,"Lancaster, PA",29540,1977,1,-,-
33743,"Lancaster, PA",29540,1977,2,-,-
33744,"Lancaster, PA",29540,1977,3,-,-
33745,"Lancaster, PA",29540,1977,4,-,-
33746,"Lancaster, PA",29540,1978,1,-,-
33747,"Lancaster, PA",29540,1978,2,-,-
33748,"Lancaster, PA",29540,1978,3,-,-
33749,"Lancaster, PA",29540,1978,4,-,-
33750,"Lancaster, PA",29540,1979,1,-,-
33751,"Lancaster, PA",29540,1979,2,54.06,-1.8
33752,"Lancaster, PA",29540,1979,3,57.08,-1.44
33753,"Lancaster, PA",29540,1979,4,57.85,-1.46
33754,"Lancaster, PA",29540,1980,1,58.31,-1.7
33755,"Lancaster, PA",29540,1980,2,50.07,-1.48
33756,"Lancaster, PA",29540,1980,3,54.29,-0.98
33757,"Lancaster, PA",29540,1980,4,55.13,-0.91
33758,"Lancaster, PA",29540,1981,1,54.59,-1.49
33759,"Lancaster, PA",29540,1981,2,57.06,-1.71
33760,"Lancaster, PA",29540,1981,3,54.02,-1.7
33761,"Lancaster, PA",29540,1981,4,52.79,-1.84
33762,"Lancaster, PA",29540,1982,1,61.05,-4
33763,"Lancaster, PA",29540,1982,2,-,-
33764,"Lancaster, PA",29540,1982,3,-,-
33765,"Lancaster, PA",29540,1982,4,55.62,-0.94
33766,"Lancaster, PA",29540,1983,1,56.66,-0.9
33767,"Lancaster, PA",29540,1983,2,57.07,-0.73
33768,"Lancaster, PA",29540,1983,3,58.88,-0.7
33769,"Lancaster, PA",29540,1983,4,57.86,-0.89
33770,"Lancaster, PA",29540,1984,1,58.41,-0.77
33771,"Lancaster, PA",29540,1984,2,58.07,-0.6
33772,"Lancaster, PA",29540,1984,3,60.03,-0.83
33773,"Lancaster, PA",29540,1984,4,59.6,-0.52
33774,"Lancaster, PA",29540,1985,1,60.77,-0.56
33775,"Lancaster, PA",29540,1985,2,61.75,-0.5
33776,"Lancaster, PA",29540,1985,3,62.09,-0.44
33777,"Lancaster, PA",29540,1985,4,62.87,-0.48
33778,"Lancaster, PA",29540,1986,1,64.02,-0.48
33779,"Lancaster, PA",29540,1986,2,64.6,-0.4
33780,"Lancaster, PA",29540,1986,3,67.27,-0.42
33781,"Lancaster, PA",29540,1986,4,67.71,-0.46
33782,"Lancaster, PA",29540,1987,1,69.6,-0.46
33783,"Lancaster, PA",29540,1987,2,71.08,-0.46
33784,"Lancaster, PA",29540,1987,3,73.35,-0.55
33785,"Lancaster, PA",29540,1987,4,74.92,-0.6
33786,"Lancaster, PA",29540,1988,1,75.26,-0.63
33787,"Lancaster, PA",29540,1988,2,78.68,-0.55
33788,"Lancaster, PA",29540,1988,3,81.11,-0.57
33789,"Lancaster, PA",29540,1988,4,82.6,-0.59
33790,"Lancaster, PA",29540,1989,1,84.27,-0.62
33791,"Lancaster, PA",29540,1989,2,86.86,-0.6
33792,"Lancaster, PA",29540,1989,3,89.11,-0.56
33793,"Lancaster, PA",29540,1989,4,90.34,-0.58
33794,"Lancaster, PA",29540,1990,1,91.48,-0.6
33795,"Lancaster, PA",29540,1990,2,92.48,-0.57
33796,"Lancaster, PA",29540,1990,3,92.73,-0.58
33797,"Lancaster, PA",29540,1990,4,94.29,-0.61
33798,"Lancaster, PA",29540,1991,1,94.92,-0.59
33799,"Lancaster, PA",29540,1991,2,95.33,-0.55
33800,"Lancaster, PA",29540,1991,3,95.99,-0.56
33801,"Lancaster, PA",29540,1991,4,97.82,-0.55
33802,"Lancaster, PA",29540,1992,1,98.37,-0.53
33803,"Lancaster, PA",29540,1992,2,97.98,-0.54
33804,"Lancaster, PA",29540,1992,3,99.11,-0.54
33805,"Lancaster, PA",29540,1992,4,99.15,-0.54
33806,"Lancaster, PA",29540,1993,1,100.03,-0.59
33807,"Lancaster, PA",29540,1993,2,100.65,-0.54
33808,"Lancaster, PA",29540,1993,3,100.94,-0.56
33809,"Lancaster, PA",29540,1993,4,101.9,-0.54
33810,"Lancaster, PA",29540,1994,1,101.98,-0.59
33811,"Lancaster, PA",29540,1994,2,101.43,-0.64
33812,"Lancaster, PA",29540,1994,3,100.19,-0.67
33813,"Lancaster, PA",29540,1994,4,99.74,-0.68
33814,"Lancaster, PA",29540,1995,1,100,0
33815,"Lancaster, PA",29540,1995,2,101.81,-0.66
33816,"Lancaster, PA",29540,1995,3,103.05,-0.61
33817,"Lancaster, PA",29540,1995,4,104.16,-0.64
33818,"Lancaster, PA",29540,1996,1,105.09,-0.6
33819,"Lancaster, PA",29540,1996,2,104.22,-0.64
33820,"Lancaster, PA",29540,1996,3,103.94,-0.66
33821,"Lancaster, PA",29540,1996,4,105.32,-0.67
33822,"Lancaster, PA",29540,1997,1,105.44,-0.71
33823,"Lancaster, PA",29540,1997,2,105.27,-0.65
33824,"Lancaster, PA",29540,1997,3,106.13,-0.65
33825,"Lancaster, PA",29540,1997,4,107.24,-0.66
33826,"Lancaster, PA",29540,1998,1,108.51,-0.6
33827,"Lancaster, PA",29540,1998,2,109.38,-0.62
33828,"Lancaster, PA",29540,1998,3,109.58,-0.63
33829,"Lancaster, PA",29540,1998,4,110.5,-0.61
33830,"Lancaster, PA",29540,1999,1,110.81,-0.63
33831,"Lancaster, PA",29540,1999,2,110.71,-0.64
33832,"Lancaster, PA",29540,1999,3,111.53,-0.67
33833,"Lancaster, PA",29540,1999,4,111.82,-0.71
33834,"Lancaster, PA",29540,2000,1,111.84,-0.72
33835,"Lancaster, PA",29540,2000,2,112.83,-0.67
33836,"Lancaster, PA",29540,2000,3,113.27,-0.66
33837,"Lancaster, PA",29540,2000,4,114.06,-0.67
33838,"Lancaster, PA",29540,2001,1,117.01,-0.66
33839,"Lancaster, PA",29540,2001,2,117.4,-0.64
33840,"Lancaster, PA",29540,2001,3,118.16,-0.65
33841,"Lancaster, PA",29540,2001,4,120.05,-0.64
33842,"Lancaster, PA",29540,2002,1,121.14,-0.66
33843,"Lancaster, PA",29540,2002,2,121.94,-0.67
33844,"Lancaster, PA",29540,2002,3,123.92,-0.66
33845,"Lancaster, PA",29540,2002,4,124.99,-0.66
33846,"Lancaster, PA",29540,2003,1,126.79,-0.68
33847,"Lancaster, PA",29540,2003,2,128.47,-0.67
33848,"Lancaster, PA",29540,2003,3,129.97,-0.68
33849,"Lancaster, PA",29540,2003,4,133.6,-0.74
33850,"Lancaster, PA",29540,2004,1,135.76,-0.76
33851,"Lancaster, PA",29540,2004,2,138.94,-0.76
33852,"Lancaster, PA",29540,2004,3,144.59,-0.83
33853,"Lancaster, PA",29540,2004,4,147.33,-0.84
33854,"Lancaster, PA",29540,2005,1,149.76,-0.86
33855,"Lancaster, PA",29540,2005,2,154.12,-0.88
33856,"Lancaster, PA",29540,2005,3,159.56,-0.9
33857,"Lancaster, PA",29540,2005,4,163.95,-0.96
33858,"Lancaster, PA",29540,2006,1,167.38,-1
33859,"Lancaster, PA",29540,2006,2,169.62,-0.98
33860,"Lancaster, PA",29540,2006,3,172.68,-1
33861,"Lancaster, PA",29540,2006,4,174.61,-1.01
33862,"Lancaster, PA",29540,2007,1,175.22,-1.02
33863,"Lancaster, PA",29540,2007,2,178.94,-1.02
33864,"Lancaster, PA",29540,2007,3,178.59,-1.02
33865,"Lancaster, PA",29540,2007,4,177.39,-1.02
33866,"Lancaster, PA",29540,2008,1,180.73,-1.02
33867,"Lancaster, PA",29540,2008,2,178.82,-1.02
33868,"Lancaster, PA",29540,2008,3,176.86,-1.04
33869,"Lancaster, PA",29540,2008,4,175.97,-1.05
33870,"Lancaster, PA",29540,2009,1,177.88,-0.97
33871,"Lancaster, PA",29540,2009,2,176.28,-0.97
33872,"Lancaster, PA",29540,2009,3,173.24,-1.01
33873,"Lancaster, PA",29540,2009,4,174.73,-1.03
33874,"Lancaster, PA",29540,2010,1,172.04,-1.03
33875,"Lancaster, PA",29540,2010,2,170.93,-1.02
33876,"Lancaster, PA",29540,2010,3,171.57,-0.98
33877,"Lancaster, PA",29540,2010,4,171.96,-0.97
33878,"Lancaster, PA",29540,2011,1,168.27,-1.01
33879,"Lancaster, PA",29540,2011,2,167.32,-1.06
33880,"Lancaster, PA",29540,2011,3,166.47,-1.01
33881,"Lancaster, PA",29540,2011,4,167.8,-0.99
33882,"Lancaster, PA",29540,2012,1,165.11,-0.99
33883,"Lancaster, PA",29540,2012,2,164.21,-1
33884,"Lancaster, PA",29540,2012,3,167.11,-1
33885,"Lancaster, PA",29540,2012,4,165.8,-0.98
33886,"Lancaster, PA",29540,2013,1,166.81,-0.99
33887,"Lancaster, PA",29540,2013,2,165.97,-1.01
33888,"Lancaster, PA",29540,2013,3,164.93,-1.06
33889,"Lancaster, PA",29540,2013,4,167.35,-1.18
33890,"Lancaster, PA",29540,2014,1,168.07,-1.26
33891,"Lancaster, PA",29540,2014,2,168.81,-1.19
33892,"Lancaster, PA",29540,2014,3,169.2,-1.2
33893,"Lancaster, PA",29540,2014,4,169.97,-1.24
33894,"Lancaster, PA",29540,2015,1,172.16,-1.25
33895,"Lancaster, PA",29540,2015,2,171.65,-1.25
33896,"Lancaster, PA",29540,2015,3,174.17,-1.3
33897,"Lancaster, PA",29540,2015,4,175.23,-1.41
33898,"Lancaster, PA",29540,2016,1,173.3,-1.49
33899,"Lancaster, PA",29540,2016,2,179.28,-1.34
33900,"Lancaster, PA",29540,2016,3,180.52,-1.43
33901,"Lansing-East Lansing, MI",29620,1975,1,-,-
33902,"Lansing-East Lansing, MI",29620,1975,2,-,-
33903,"Lansing-East Lansing, MI",29620,1975,3,-,-
33904,"Lansing-East Lansing, MI",29620,1975,4,-,-
33905,"Lansing-East Lansing, MI",29620,1976,1,-,-
33906,"Lansing-East Lansing, MI",29620,1976,2,-,-
33907,"Lansing-East Lansing, MI",29620,1976,3,-,-
33908,"Lansing-East Lansing, MI",29620,1976,4,-,-
33909,"Lansing-East Lansing, MI",29620,1977,1,-,-
33910,"Lansing-East Lansing, MI",29620,1977,2,-,-
33911,"Lansing-East Lansing, MI",29620,1977,3,-,-
33912,"Lansing-East Lansing, MI",29620,1977,4,-,-
33913,"Lansing-East Lansing, MI",29620,1978,1,-,-
33914,"Lansing-East Lansing, MI",29620,1978,2,47.45,-0.86
33915,"Lansing-East Lansing, MI",29620,1978,3,50.38,-0.75
